codigo,nombre_cuenta,imputable,is_group,nivel,codigo_padre,root_type
1,ACTIVO,N,1,1,,Asset
1.1,Activo Corriente,N,1,2,1,Asset
1.1.01,Efectivo y equivalentes de efectivo,N,1,3,1.1,Asset
1.1.01.01,Caja,N,1,4,1.1.01,Asset
1.1.01.01.01,Efectivo en caja en el país,N,1,5,1.1.01.01,Asset
1.1.01.01.01.01,Efectivo en caja general en el país,S,0,6,1.1.01.01.01,Asset
1.1.01.01.01.02,Efectivo en caja chica en el país,S,0,6,1.1.01.01.01,Asset
1.1.01.01.02,Efectivo en caja en el exterior,N,1,5,1.1.01.01,Asset
1.1.01.01.02.01,Efectivo en caja general en el exterior,S,0,6,1.1.01.01.02,Asset
1.1.01.01.02.02,Efectivo en caja chica en el exterior,S,0,6,1.1.01.01.02,Asset
1.1.01.02,Efectivo en bancos,N,1,4,1.1.01,Asset
1.1.01.02.01,Cuenta Única de Tesorería (CUT),N,1,5,1.1.01.02,Asset
1.1.01.02.01.01,BanReservas cuenta República Dominicana RD$,N,1,6,1.1.01.02.01,Asset
1.1.01.02.01.01.01,BanReservas cuenta única en RD$ - Subcuenta de Disponibilidad,S,0,7,1.1.01.02.01.01,Asset
1.1.01.02.01.01.02,BanReservas cuenta única en RD$ - Subcuenta de Cuota,S,0,7,1.1.01.02.01.01,Asset
1.1.01.02.01.01.03,BanReservas cuenta única en RD$ - Subcuenta de Transferencia,S,0,7,1.1.01.02.01.01,Asset
1.1.01.02.01.02,BanReservas cuenta República Dominicana USD,N,1,6,1.1.01.02.01,Asset
1.1.01.02.01.02.01,BanReservas cuenta única en USD - Subcuenta de Disponibilidad,S,0,7,1.1.01.02.01.02,Asset
1.1.01.02.01.02.02,BanReservas cuenta única en USD - Subcuenta de Cuota,S,0,7,1.1.01.02.01.02,Asset
1.1.01.02.01.02.03,BanReservas cuenta única en USD - Subcuenta de Transferencia,S,0,7,1.1.01.02.01.02,Asset
1.1.01.02.01.03,BanReservas Cuenta República Dominicana Euros,N,1,6,1.1.01.02.01,Asset
1.1.01.02.01.03.01,BanReservas cuenta única en Euros - Subcuenta de Disponibilidad,S,0,7,1.1.01.02.01.03,Asset
1.1.01.02.01.03.02,BanReservas cuenta única en Euros - Subcuenta de Cuota,S,0,7,1.1.01.02.01.03,Asset
1.1.01.02.01.03.03,BanReservas cuenta única en Euros - Subcuenta de Transferencia,S,0,7,1.1.01.02.01.03,Asset
1.1.01.02.01.04,Banco Central Cuenta República Dominicana RD$,N,1,6,1.1.01.02.01,Asset
1.1.01.02.01.04.01,Banco Central cuenta única en RD$ - Subcuenta de Disponibilidad,S,0,7,1.1.01.02.01.04,Asset
1.1.01.02.01.04.02,Banco Central cuenta única en RD$ - Subcuenta de Cuota,S,0,7,1.1.01.02.01.04,Asset
1.1.01.02.01.04.03,Banco Central cuenta única en RD$ - Subcuenta de Transferencia,S,0,7,1.1.01.02.01.04,Asset
1.1.01.02.01.05,Banco Central Cuenta República Dominicana USD,N,1,6,1.1.01.02.01,Asset
1.1.01.02.01.05.01,Banco Central cuenta única en USD - Subcuenta de Disponibilidad,S,0,7,1.1.01.02.01.05,Asset
1.1.01.02.01.05.02,Banco Central cuenta única en USD - Subcuenta de Cuota,S,0,7,1.1.01.02.01.05,Asset
1.1.01.02.01.05.03,Banco Central cuenta única en USD - Subcuenta de Transferencia,S,0,7,1.1.01.02.01.05,Asset
1.1.01.02.01.06,Banco Central Cuenta República Dominicana Euros,N,1,6,1.1.01.02.01,Asset
1.1.01.02.01.06.01,Banco Central cuenta única en Euros - Subcuenta de Disponibilidad,S,0,7,1.1.01.02.01.06,Asset
1.1.01.02.01.06.02,Banco Central cuenta única en Euros - Subcuenta de Cuota,S,0,7,1.1.01.02.01.06,Asset
1.1.01.02.01.06.03,Banco Central cuenta única en Euros - Subcuenta de Transferencia,S,0,7,1.1.01.02.01.06,Asset
1.1.01.02.01.07,Banco Central Cuenta República Dominicana DEG,N,1,6,1.1.01.02.01,Asset
1.1.01.02.01.07.01,Banco Central cuenta única en DEG - Subcuenta de Disponibilidad,S,0,7,1.1.01.02.01.07,Asset
1.1.01.02.01.07.02,Banco Central cuenta única en DEG - Subcuenta de Cuota,S,0,7,1.1.01.02.01.07,Asset
1.1.01.02.01.07.03,Banco Central cuenta única en DEG - Subcuenta de Transferencia,S,0,7,1.1.01.02.01.07,Asset
1.1.01.02.02,Cuentas en Moneda Nacional,N,1,5,1.1.01.02,Asset
1.1.01.02.02.01,Transferencias en Procesos,S,0,6,1.1.01.02.02,Asset
1.1.01.02.02.02,Cuenta Desembolso,S,0,6,1.1.01.02.02,Asset
1.1.01.02.02.03,BanReservas cuentas Colectoras en RD$,N,1,6,1.1.01.02.02,Asset
1.1.01.02.02.03.01,BanReservas cuenta Colectora en Pesos - Colector de Impuestos Internos,S,0,7,1.1.01.02.02.03,Asset
1.1.01.02.02.03.02,BanReservas cuenta Colectora en Pesos - Colector de Aduanas,S,0,7,1.1.01.02.02.03,Asset
1.1.01.02.02.03.03,BanReservas cuenta Colectora en Pesos - SIRITE,S,0,7,1.1.01.02.02.03,Asset
1.1.01.02.02.03.04,BanReservas cuenta Colectora en Pesos - Recursos de Captación Directa,S,0,7,1.1.01.02.02.03,Asset
1.1.01.02.02.04,BanReservas cuentas Operativas,S,0,6,1.1.01.02.02,Asset
1.1.01.02.02.05,BanReservas cuentas de proyectos con recursos externos,S,0,6,1.1.01.02.02,Asset
1.1.01.02.02.06,"BanReservas fondos reponibles, en avance y liquidables",S,0,6,1.1.01.02.02,Asset
1.1.01.02.02.07,BanReservas cuentas Especiales,S,0,6,1.1.01.02.02,Asset
1.1.01.02.02.08,Disponibilidades en poder de las DAFS,S,0,6,1.1.01.02.02,Asset
1.1.01.02.03,Cuentas en moneda extranjera,N,1,5,1.1.01.02,Asset
1.1.01.02.03.01,Transferencias en Procesos,N,1,6,1.1.01.02.03,Asset
1.1.01.02.03.01.01,BanReservas Transferencia en Proceso en USD,S,0,7,1.1.01.02.03.01,Asset
1.1.01.02.03.01.02,BanReservas Transferencia en Proceso en Euros,S,0,7,1.1.01.02.03.01,Asset
1.1.01.02.03.02,BanReservas cuentas Colectoras en USD,N,1,6,1.1.01.02.03,Asset
1.1.01.02.03.02.01,BanReservas cuenta Colectora en USD - Colector de Impuestos Internos,S,0,7,1.1.01.02.03.02,Asset
1.1.01.02.03.02.02,BanReservas cuenta Colectora en USD - Colector de Aduanas,S,0,7,1.1.01.02.03.02,Asset
1.1.01.02.03.02.03,BanReservas cuenta Colectora en USD - SIRIT,S,0,7,1.1.01.02.03.02,Asset
1.1.01.02.03.02.04,BanReservas cuenta Colectora en USD - Recursos de Captación Directa,S,0,7,1.1.01.02.03.02,Asset
1.1.01.02.03.03,BanReservas cuentas Colectoras en Euros,N,1,6,1.1.01.02.03,Asset
1.1.01.02.03.03.01,BanReservas cuenta Colectora en Euros - Colector de Impuestos Internos,S,0,7,1.1.01.02.03.03,Asset
1.1.01.02.03.03.02,BanReservas cuenta Colectora en Euros - Colector de Aduanas,S,0,7,1.1.01.02.03.03,Asset
1.1.01.02.03.03.03,BanReservas cuenta Colectora en Euros - SIRIT,S,0,7,1.1.01.02.03.03,Asset
1.1.01.02.03.03.04,BanReservas cuenta Colectora en Euros - Recursos de Captación Directa,S,0,7,1.1.01.02.03.03,Asset
1.1.01.02.03.04,BanReservas cuentas operativas,N,1,6,1.1.01.02.03,Asset
1.1.01.02.03.04.01,BanReservas cuenta Operativa en USD,S,0,7,1.1.01.02.03.04,Asset
1.1.01.02.03.04.02,BanReservas cuenta Operativa en Euros,S,0,7,1.1.01.02.03.04,Asset
1.1.01.02.03.05,BanReservas cuentas de proyectos con recursos externos,N,1,6,1.1.01.02.03,Asset
1.1.01.02.03.05.01,BanReservas cuentas de proyectos con recursos externos en USD,S,0,7,1.1.01.02.03.05,Asset
1.1.01.02.03.05.02,BanReservas cuentas de proyectos con recursos externos en Euros,S,0,7,1.1.01.02.03.05,Asset
1.1.01.02.03.06,Banco Central cuentas de proyectos con recursos externos,N,1,6,1.1.01.02.03,Asset
1.1.01.02.03.06.01,Banco Central cuentas de proyectos con recursos externos en USD,S,0,7,1.1.01.02.03.06,Asset
1.1.01.02.03.06.02,Banco Central cuentas de proyectos con recursos externos en Euros,S,0,7,1.1.01.02.03.06,Asset
1.1.01.02.03.07,Disponibilidades en poder de las DAFS,N,1,6,1.1.01.02.03,Asset
1.1.01.02.03.07.01,Disponibilidades en poder de las DAFS en USD,S,0,7,1.1.01.02.03.07,Asset
1.1.01.02.03.07.02,Disponibilidades en poder de las DAFS en Euros,S,0,7,1.1.01.02.03.07,Asset
1.1.01.02.04,Cuentas especializadas,N,1,5,1.1.01.02,Asset
1.1.01.02.04.01,Banco Central cuentas remuneradas,S,0,6,1.1.01.02.04,Asset
1.1.01.02.05,Cuentas en custodia y garantía,N,1,5,1.1.01.02,Asset
1.1.01.02.06,Bancos gobiernos locales,N,1,5,1.1.01.02,Asset
1.1.01.02.06.01,Cuentas de ahorros,S,0,6,1.1.01.02.06,Asset
1.1.01.02.06.02,Cuentas corrientes,S,0,6,1.1.01.02.06,Asset
1.1.01.02.99,Otras cuentas bancarias,N,1,5,1.1.01.02,Asset
1.1.01.03,Valores a depositar,N,1,4,1.1.01,Asset
1.1.01.03.01,Valores a depositar en el país,N,1,5,1.1.01.03,Asset
1.1.01.03.02,Valores a depositar en el exterior,N,1,5,1.1.01.03,Asset
1.1.01.04,Equivalentes de efectivo,N,1,4,1.1.01,Asset
1.1.01.04.01,Depósitos a plazo fijo,N,1,5,1.1.01.04,Asset
1.1.01.04.01.01,Depósitos a plazo fijo en el sector privado interno,N,1,6,1.1.01.04.01,Asset
1.1.01.04.01.01.01,Inversiones realizadas por la Tesorería Nacional en el sector privado interno,S,0,7,1.1.01.04.01.01,Asset
1.1.01.04.01.01.02,Inversiones realizadas por las DAFS en el sector privado interno,S,0,7,1.1.01.04.01.01,Asset
1.1.01.04.01.02,Depósitos a plazo fijo en el sector público,N,1,6,1.1.01.04.01,Asset
1.1.01.04.01.02.01,Inversiones realizadas por la Tesorería Nacional en el sector público,S,0,7,1.1.01.04.01.02,Asset
1.1.01.04.01.02.02,Inversiones realizadas por las DAFS en el sector público,S,0,7,1.1.01.04.01.02,Asset
1.1.01.04.01.03,Depósitos a plazo fijo en el sector externo,N,1,6,1.1.01.04.01,Asset
1.1.01.04.01.03.01,Inversiones realizadas por la Tesorería Nacional en el sector externo,S,0,7,1.1.01.04.01.03,Asset
1.1.01.04.01.03.02,Inversiones realizadas por las DAFS en el sector externo,S,0,7,1.1.01.04.01.03,Asset
1.1.01.99,Otros equivalentes de efectivo,N,1,4,1.1.01,Asset
1.1.01.99.01,Otros equivalentes de efectivo en el sector privado interno,S,0,5,1.1.01.99,Asset
1.1.01.99.02,Otros equivalentes de efectivo en el sector público,S,0,5,1.1.01.99,Asset
1.1.01.99.03,Otros equivalentes de efectivo en el sector externo,S,0,5,1.1.01.99,Asset
1.1.02,Inversiones a corto plazo,N,1,3,1.1,Asset
1.1.02.01,Títulos-valores a valor razonable a corto plazo,N,1,4,1.1.02,Asset
1.1.02.01.01,Títulos-valores a valor razonable del sector privado interno c/p,N,1,5,1.1.02.01,Asset
1.1.02.01.01.01,Títulos-valores a valor razonable de empresas privadas no financieras c/p,S,0,6,1.1.02.01.01,Asset
1.1.02.01.01.02,Títulos-valores a valor razonable de empresas privadas financieras c/p,S,0,6,1.1.02.01.01,Asset
1.1.02.01.01.99,Títulos-valores a valor razonable de otras unidades del sector privado interno c/p,S,0,6,1.1.02.01.01,Asset
1.1.02.01.02,Títulos-valores a valor razonable del sector público c/p,N,1,5,1.1.02.01,Asset
1.1.02.01.02.01,Títulos-valores a valor razonable de la Administración Central c/p,S,0,6,1.1.02.01.02,Asset
1.1.02.01.02.02,Títulos-valores a valor razonable de Instituciones Públicas Descentralizadas y Autónomas c/p,S,0,6,1.1.02.01.02,Asset
1.1.02.01.02.03,Títulos-valores a valor razonable de Instituciones de la Seguridad Social c/p,S,0,6,1.1.02.01.02,Asset
1.1.02.01.02.04,Títulos-valores a valor razonable de Gobiernos Centrales Municipales c/p,S,0,6,1.1.02.01.02,Asset
1.1.02.01.02.05,Títulos-valores a valor razonable de otras Instituciones de Gobiernos Municipales c/p,S,0,6,1.1.02.01.02,Asset
1.1.02.01.02.06,Títulos-valores a valor razonable de Empresas Públicas no Financieras c/p,S,0,6,1.1.02.01.02,Asset
1.1.02.01.02.07,Títulos-valores a valor razonable de Instituciones Públicas Financieras c/p,S,0,6,1.1.02.01.02,Asset
1.1.02.01.02.99,Títulos-valores a valor razonable de otras unidades del sector privado interno c/p,S,0,6,1.1.02.01.02,Asset
1.1.02.01.03,Títulos-valores a valor razonable del sector externo c/p,N,1,5,1.1.02.01,Asset
1.1.02.01.03.01,Títulos-valores a valor razonable de gobiernos extranjeros c/p,S,0,6,1.1.02.01.03,Asset
1.1.02.01.03.02,Títulos-valores a valor razonable de organismos financieros internacionales c/p,S,0,6,1.1.02.01.03,Asset
1.1.02.01.03.98,Títulos-valores a valor razonable de otras unidades del sector externo financiero c/p,S,0,6,1.1.02.01.03,Asset
1.1.02.01.03.99,Títulos-valores a valor razonable de otras unidades del sector externo no financiero c/p,S,0,6,1.1.02.01.03,Asset
1.1.02.02,Títulos-valores a costo amortizado a corto plazo,N,1,4,1.1.02,Asset
1.1.02.02.01,Títulos-valores a costo amortizado del sector privado interno c/p,N,1,5,1.1.02.02,Asset
1.1.02.02.02,Títulos-valores a costo amortizado del sector público c/p,N,1,5,1.1.02.02,Asset
1.1.02.02.03,Títulos-valores a costo amortizado del sector externo c/p,N,1,5,1.1.02.02,Asset
1.1.02.03,Instrumentos derivados a corto plazo,N,1,4,1.1.02,Asset
1.1.02.03.01,Instrumentos derivados del sector privado interno c/p,N,1,5,1.1.02.03,Asset
1.1.02.03.02,Instrumentos derivados del sector público c/p,N,1,5,1.1.02.03,Asset
1.1.02.03.03,Instrumentos derivados del sector externo c/p,N,1,5,1.1.02.03,Asset
1.1.02.04,Depósitos a plazo fijo a corto plazo,N,1,4,1.1.02,Asset
1.1.02.04.01,Depósitos a plazo fijo del sector privado interno c/p,N,1,5,1.1.02.04,Asset
1.1.02.04.01.01,Inversiones realizadas por la Tesorería Nacional en el sector privado interno a c/p,S,0,6,1.1.02.04.01,Asset
1.1.02.04.01.02,Inversiones realizadas por las DAFS en el sector privado interno a c/p,S,0,6,1.1.02.04.01,Asset
1.1.02.04.02,Depósitos a plazo fijo del sector público c/p,N,1,5,1.1.02.04,Asset
1.1.02.04.02.01,Inversiones realizadas por la Tesorería Nacional en el sector público c/p,S,0,6,1.1.02.04.02,Asset
1.1.02.04.02.02,Inversiones realizadas por las DAFS en el sector público c/p,S,0,6,1.1.02.04.02,Asset
1.1.02.04.03,Depósitos a plazo fijo del sector externo c/p,N,1,5,1.1.02.04,Asset
1.1.02.04.03.01,Inversiones realizadas por la Tesorería Nacional en el sector externo c/p,S,0,6,1.1.02.04.03,Asset
1.1.02.04.03.02,Inversiones realizadas por las DAFS en el sector externo c/p,S,0,6,1.1.02.04.03,Asset
1.1.02.99,Otras inversiones a corto plazo,N,1,4,1.1.02,Asset
1.1.03,Documentos por cobrar a corto plazo,N,1,3,1.1,Asset
1.1.03.01,Documentos por cobrar a corto plazo,N,1,4,1.1.03,Asset
1.1.03.01.01,Documentos por cobrar sector privado a corto plazo,N,1,5,1.1.03.01,Asset
1.1.03.01.01.01,Documentos por cobrar sector privado a corto plazo - Capital,S,0,6,1.1.03.01.01,Asset
1.1.03.01.01.02,Documentos por cobrar sector privado a corto plazo- Intereses indemnizatorios,S,0,6,1.1.03.01.01,Asset
1.1.03.01.01.03,Documentos por cobrar sector privado a corto plazo- Multas y recargos moratorios,S,0,6,1.1.03.01.01,Asset
1.1.03.01.01.04,Documentos por cobrar sector privado a corto plazo- Pérdidas por deterioro,S,0,6,1.1.03.01.01,Asset
1.1.03.01.02,Documentos por cobrar sector público a corto plazo,N,1,5,1.1.03.01,Asset
1.1.03.01.02.01,Documentos por cobrar sector público a corto plazo - Capital,S,0,6,1.1.03.01.02,Asset
1.1.03.01.02.02,Documentos por cobrar sector público a corto plazo - Intereses indemnizatorios,S,0,6,1.1.03.01.02,Asset
1.1.03.01.02.03,Documentos por cobrar sector público a corto plazo - Multas y recargos moratorios,S,0,6,1.1.03.01.02,Asset
1.1.03.01.02.04,Documentos por cobrar sector público a corto plazo - Pérdidas por deterioro,S,0,6,1.1.03.01.02,Asset
1.1.03.01.03,Documentos por cobrar sector externo a corto plazo,N,1,5,1.1.03.01,Asset
1.1.03.01.03.01,Documentos por cobrar sector externo a corto plazo - Capital,S,0,6,1.1.03.01.03,Asset
1.1.03.01.03.02,Documentos por cobrar sector externo a corto plazo - Intereses indemnizatorios,S,0,6,1.1.03.01.03,Asset
1.1.03.01.03.03,Documentos por cobrar sector externo a corto plazo - Multas y recargos moratorios,S,0,6,1.1.03.01.03,Asset
1.1.03.01.03.04,Documentos por cobrar sector externo a corto plazo - Pérdidas por deterioro,S,0,6,1.1.03.01.03,Asset
1.1.03.02,Porción corriente de documentos por cobrar,N,1,4,1.1.03,Asset
1.1.03.02.01,Cuentas por cobrar documentada de l/p con vencimiento en c/p,S,0,5,1.1.03.02,Asset
1.1.03.02.02,Prestamos por cobrar de l/p con vencimiento en el c/p,S,0,5,1.1.03.02,Asset
1.1.03.02.03,Deudores por avales de l/p con vencimiento en el c/p,S,0,5,1.1.03.02,Asset
1.1.03.02.04,Deudores en gestión judicial de l/p con sentencia firme favorable en el c/p,S,0,5,1.1.03.02,Asset
1.1.03.02.05,Arrendamientos financieros de l/p con vencimiento en el c/p,S,0,5,1.1.03.02,Asset
1.1.03.02.06,Otros documentos por cobrar de l/p con vencimiento en el c/p,S,0,5,1.1.03.02,Asset
1.1.03.03,Deudores por avales de l. p. con vencimiento en el c. p.,N,1,4,1.1.03,Asset
1.1.03.04,Deudores en gestión judicial de l. p. con sentencia firme favorable en el c. p.,N,1,4,1.1.03,Asset
1.1.03.05,Arrendamientos financieros de l. p. con vencimiento en el c. p.,N,1,4,1.1.03,Asset
1.1.03.06,Otros documentos por cobrar de l. p. con vencimiento en el c. p.,N,1,4,1.1.03,Asset
1.1.04,Cuentas por cobrar a corto plazo,N,1,3,1.1,Asset
1.1.04.01,Cuentas por cobrar de origen tributario,N,1,4,1.1.04,Asset
1.1.04.01.01,Cuentas por cobrar de origen tributario sector privado,N,1,5,1.1.04.01,Asset
1.1.04.01.01.01,Cuentas por cobrar de origen tributario sector privado c/p - Capital,S,0,6,1.1.04.01.01,Asset
1.1.04.01.01.02,Cuentas por cobrar de origen tributario sector privado c/p - Intereses indemnizatorios,S,0,6,1.1.04.01.01,Asset
1.1.04.01.01.03,Cuentas por cobrar de origen tributario sector privado c/p - Multas y recargos moratorios,S,0,6,1.1.04.01.01,Asset
1.1.04.01.01.99,Cuentas por cobrar de origen tributario sector privado c/p - Pérdidas por deterioro,S,0,6,1.1.04.01.01,Asset
1.1.04.01.02,Cuentas por cobrar de origen tributario sector público,N,1,5,1.1.04.01,Asset
1.1.04.01.02.01,Cuentas por cobrar de origen tributario sector público c/p - Capital,S,0,6,1.1.04.01.02,Asset
1.1.04.01.02.02,Cuentas por cobrar de origen tributario sector público c/p - Intereses indemnizatorios,S,0,6,1.1.04.01.02,Asset
1.1.04.01.02.03,Cuentas por cobrar de origen tributario sector público c/p - Multas y recargos moratorios,S,0,6,1.1.04.01.02,Asset
1.1.04.01.02.99,Cuentas por cobrar de origen tributario sector público c/p - Pérdidas por deterioro,S,0,6,1.1.04.01.02,Asset
1.1.04.01.03,Cuentas por cobrar de origen tributario sector externo,N,1,5,1.1.04.01,Asset
1.1.04.01.03.01,Cuentas por cobrar de origen tributario sector externo c/p - Capital,S,0,6,1.1.04.01.03,Asset
1.1.04.01.03.02,Cuentas por cobrar de origen tributario sector externo c/p - Intereses indemnizatorios,S,0,6,1.1.04.01.03,Asset
1.1.04.01.03.03,Cuentas por cobrar de origen tributario sector externo c/p - Multas y recargos moratorios,S,0,6,1.1.04.01.03,Asset
1.1.04.01.03.99,Cuentas por cobrar de origen tributario sector externo c/p - Pérdidas por deterioro,S,0,6,1.1.04.01.03,Asset
1.1.04.02,Cuentas por cobrar por contribuciones sociales a cobrar a corto plazo,N,1,4,1.1.04,Asset
1.1.04.02.01,Cuentas por cobrar por contribuciones sociales a cobrar sector privado c/p,N,1,5,1.1.04.02,Asset
1.1.04.02.01.01,Cuentas por cobrar contribuciones sociales sector privado c/p - Capital,S,0,6,1.1.04.02.01,Asset
1.1.04.02.01.02,Cuentas por cobrar contribuciones sociales sector privado c/p - Intereses,S,0,6,1.1.04.02.01,Asset
1.1.04.02.01.03,Cuentas por cobrar contribuciones sociales sector privado c/p - Multas y recargos moratorios,S,0,6,1.1.04.02.01,Asset
1.1.04.02.01.99,Cuentas por cobrar contribuciones sociales sector privado c/p - Pérdidas por deterioro,S,0,6,1.1.04.02.01,Asset
1.1.04.02.02,Cuentas por cobrar por contribuciones sociales a cobrar sector público c/p,N,1,5,1.1.04.02,Asset
1.1.04.02.02.01,Cuentas por cobrar por contribuciones sociales sector público c/p - Capital,S,0,6,1.1.04.02.02,Asset
1.1.04.02.02.02,Cuentas por cobrar por contribuciones sociales sector público c/p - Intereses devengados,S,0,6,1.1.04.02.02,Asset
1.1.04.02.02.03,Cuentas por cobrar por contribuciones sociales sector público c/p - Multas y recargos moratorios,S,0,6,1.1.04.02.02,Asset
1.1.04.02.02.99,Cuentas por cobrar por contribuciones sociales sector público c/p - Pérdidas por deterioro,S,0,6,1.1.04.02.02,Asset
1.1.04.02.03,Cuentas por cobrar por contribuciones sociales a cobrar sector externo c/p,N,1,5,1.1.04.02,Asset
1.1.04.02.03.01,Cuentas por cobrar por contribuciones sociales sector externo c/p - Capital,S,0,6,1.1.04.02.03,Asset
1.1.04.02.03.02,Cuentas por cobrar por contribuciones sociales sector externo c/p - Intereses devengados,S,0,6,1.1.04.02.03,Asset
1.1.04.02.03.03,Cuentas por cobrar por contribuciones sociales sector externo c/p - Multas y recargos moratorios,S,0,6,1.1.04.02.03,Asset
1.1.04.02.03.99,Cuentas por cobrar por contribuciones sociales sector externo c/p - Pérdidas por deterioro,S,0,6,1.1.04.02.03,Asset
1.1.04.03,Cuentas por cobrar por ingresos con contraprestación a corto plazo,N,1,4,1.1.04,Asset
1.1.04.03.01,"Cuentas por cobrar por ingresos con contraprestación, sector privado a C/P",N,1,5,1.1.04.03,Asset
1.1.04.03.01.01,"Cuentas por cobrar por ingresos con contraprestación, sector privado c/p - Capital",S,0,6,1.1.04.03.01,Asset
1.1.04.03.01.99,"Cuentas por cobrar ingresos con contraprestación, sector privado c/p - Pérdidas por deterioro",S,0,6,1.1.04.03.01,Asset
1.1.04.03.02,"Cuentas por cobrar ingresos con contraprestación, sector público a C/P",N,1,5,1.1.04.03,Asset
1.1.04.03.02.01,"Cuentas por cobrar por ingresos con contraprestación, sector público c/p - Capital",S,0,6,1.1.04.03.02,Asset
1.1.04.03.02.99,"Cuentas por cobrar por ingresos con contraprestación, sector público c/p - Pérdidas por deterioro",S,0,6,1.1.04.03.02,Asset
1.1.04.03.03,"Cuentas por cobrar por ingresos con contraprestación, sector externo a c/p",N,1,5,1.1.04.03,Asset
1.1.04.03.03.01,"Cuentas por cobrar por ingresos con contraprestación, sector externo c/p - Capital",S,0,6,1.1.04.03.03,Asset
1.1.04.03.03.99,"Cuentas por cobrar por ingresos con contraprestación, sector externo c/p - Pérdidas por deterioro",S,0,6,1.1.04.03.03,Asset
1.1.04.04,Préstamos otorgados a corto plazo,N,1,4,1.1.04,Asset
1.1.04.04.01,Préstamos otorgados al sector privado interno c/p,N,1,5,1.1.04.04,Asset
1.1.04.04.01.01,Préstamos otorgados al sector privado interno c/p - Capital,S,0,6,1.1.04.04.01,Asset
1.1.04.04.01.02,Préstamos otorgados al sector privado interno c/p - Intereses devengados,S,0,6,1.1.04.04.01,Asset
1.1.04.04.01.99,Préstamos otorgados al sector privado interno c/p - Pérdidas por deterioro,S,0,6,1.1.04.04.01,Asset
1.1.04.04.02,Préstamos otorgados al sector público c/p,N,1,5,1.1.04.04,Asset
1.1.04.04.02.01,Préstamos otorgados al sector público c/p - Capital,S,0,6,1.1.04.04.02,Asset
1.1.04.04.02.02,Préstamos otorgados al sector público c/p - Intereses devengados,S,0,6,1.1.04.04.02,Asset
1.1.04.04.02.99,Préstamos otorgados al sector público c/p - Pérdidas por deterioro,S,0,6,1.1.04.04.02,Asset
1.1.04.04.03,Préstamos otorgados al sector externo c/p,N,1,5,1.1.04.04,Asset
1.1.04.04.03.01,Préstamos otorgados al sector público c/p - Capital,S,0,6,1.1.04.04.03,Asset
1.1.04.04.03.02,Préstamos otorgados al sector público c/p - Intereses devengados,S,0,6,1.1.04.04.03,Asset
1.1.04.04.03.99,Préstamos otorgados al sector público c/p - Pérdidas por deterioro,S,0,6,1.1.04.04.03,Asset
1.1.04.05,Deudores por avales a corto plazo,N,1,4,1.1.04,Asset
1.1.04.05.01,Deudores por avales al sector privado interno ejecutados c/p,N,1,5,1.1.04.05,Asset
1.1.04.05.01.01,Deudores por avales al sector privado c/p - Capital,S,0,6,1.1.04.05.01,Asset
1.1.04.05.01.02,Deudores por avales a empresas privadas c/p - Intereses devengados,S,0,6,1.1.04.05.01,Asset
1.1.04.05.01.99,Deudores por avales a empresas privadas c/p - Pérdidas por deterioro,S,0,6,1.1.04.05.01,Asset
1.1.04.05.02,Deudores por avales al sector público ejecutados c/p,N,1,5,1.1.04.05,Asset
1.1.04.05.02.01,Deudores por avales al sector público c/p - Capital,S,0,6,1.1.04.05.02,Asset
1.1.04.05.02.02,Deudores por avales al sector público c/p - Intereses devengados,S,0,6,1.1.04.05.02,Asset
1.1.04.05.02.99,Deudores por avales al sector público c/p - Pérdidas por deterioro,S,0,6,1.1.04.05.02,Asset
1.1.04.05.03,Deudores por avales al sector externo ejecutados c/p,N,1,5,1.1.04.05,Asset
1.1.04.05.03.01,Deudores por avales al sector externo c/p - Capital,S,0,6,1.1.04.05.03,Asset
1.1.04.05.03.02,Deudores por avales al sector externo c/p - Intereses devengados,S,0,6,1.1.04.05.03,Asset
1.1.04.05.03.99,Deudores por avales al sector externo c/p - Pérdidas por deterioro,S,0,6,1.1.04.05.03,Asset
1.1.04.06,Cuentas por cobrar en gestión judicial,N,1,4,1.1.04,Asset
1.1.04.06.01,Cuentas por cobrar por Ingresos sin contraprestación en gestión judicial,N,1,5,1.1.04.06,Asset
1.1.04.06.01.01,Cuentas por cobrar por ingresos sin contraprestación en gestión judicial - Capital,S,0,6,1.1.04.06.01,Asset
1.1.04.06.01.02,Cuentas por cobrar por ingresos sin contraprestación en gestión judicial - Intereses,S,0,6,1.1.04.06.01,Asset
1.1.04.06.01.99,Cuentas por cobrar por ingresos sin contraprestación en gestión judicial - Pérdidas por deterioro,S,0,6,1.1.04.06.01,Asset
1.1.04.06.02,Cuentas por cobrar por contribuciones sociales en gestión judicial,N,1,5,1.1.04.06,Asset
1.1.04.06.02.01,Cuentas por cobrar por contribuciones sociales en gestión judicial - Capital,S,0,6,1.1.04.06.02,Asset
1.1.04.06.02.99,Cuentas por cobrar por contribuciones sociales en gestión judicial - Pérdidas por deterioro,S,0,6,1.1.04.06.02,Asset
1.1.04.06.03,Cuentas por cobrar por otros Ingresos con contraprestación a cobrar en gestión judicial,N,1,5,1.1.04.06,Asset
1.1.04.06.03.01,Cuentas por cobrar por otros ingresos con contraprestación en gestión judicial - Capital,S,0,6,1.1.04.06.03,Asset
