codigo,nombre_cuenta,imputable,is_group,nivel,codigo_padre,root_type
5.1.02.05.01.01,Alquiler de tierras y terrenos,S,0,6,5.1.02.05.01,Expense
5.1.02.05.01.02,Alquiler de edificios,S,0,6,5.1.02.05.01,Expense
5.1.02.05.01.03,"Alquiler de equipos de transporte, tracción y elevación",S,0,6,5.1.02.05.01,Expense
5.1.02.05.01.04,Alquiler de maquinarias y equipos especializados,S,0,6,5.1.02.05.01,Expense
5.1.02.05.01.05,"Alquiler de equipo e instrumental médico, científico y de laboratorio",S,0,6,5.1.02.05.01,Expense
5.1.02.05.01.06,Alquiler de equipos y mobiliario de oficina y alojamiento,S,0,6,5.1.02.05.01,Expense
5.1.02.05.01.07,"Alquiler de equipos y mobiliario educacional, deportivo y recreativo",S,0,6,5.1.02.05.01,Expense
5.1.02.05.01.08,"Alquiler de equipos de defensa, seguridad y orden público",S,0,6,5.1.02.05.01,Expense
5.1.02.05.01.99,Otros alquileres,S,0,6,5.1.02.05.01,Expense
5.1.02.05.02,Derechos sobre bienes intangibles,N,1,5,5.1.02.05,Expense
5.1.02.06,Seguros,N,1,4,5.1.02,Expense
5.1.02.06.01,Seguro de bienes inmuebles,S,0,5,5.1.02.06,Expense
5.1.02.06.02,Seguro de bienes muebles,S,0,5,5.1.02.06,Expense
5.1.02.06.03,Seguro de personas,S,0,5,5.1.02.06,Expense
5.1.02.06.04,Seguros de la producción agrícola,S,0,5,5.1.02.06,Expense
5.1.02.06.05,Seguro sobre infraestructura,S,0,5,5.1.02.06,Expense
5.1.02.06.06,Seguro sobre bienes de dominio público,S,0,5,5.1.02.06,Expense
5.1.02.06.07,Seguro sobre bienes históricos y culturales,S,0,5,5.1.02.06,Expense
5.1.02.06.08,Seguro sobre inventarios de bienes de consumo,S,0,5,5.1.02.06,Expense
5.1.02.06.99,Otros seguros,S,0,5,5.1.02.06,Expense
5.1.02.07,"Servicios de conservación, reparaciones e instalaciones temporales",N,1,4,5.1.02,Expense
5.1.02.07.01,Reparaciones y obras menores,N,1,5,5.1.02.07,Expense
5.1.02.07.01.01,Reparaciones y obras menores en edificaciones,S,0,6,5.1.02.07.01,Expense
5.1.02.07.01.02,"Limpieza, desmalezamiento y conservación de tierras y terrenos",S,0,6,5.1.02.07.01,Expense
5.1.02.07.01.03,Servicios de pintura y derivados con fin de higiene y embellecimiento,S,0,6,5.1.02.07.01,Expense
5.1.02.07.01.04,Reparaciones y obras menores en bienes de infraestructura y de dominio y uso público,S,0,6,5.1.02.07.01,Expense
5.1.02.07.01.99,Otras reparaciones y obras menores,S,0,6,5.1.02.07.01,Expense
5.1.02.07.02,Mantenimiento y reparación de planta y equipo,N,1,5,5.1.02.07,Expense
5.1.02.07.02.01,"Mantenimiento y reparación de equipos de transporte, tracción y elevación",S,0,6,5.1.02.07.02,Expense
5.1.02.07.02.02,Mantenimiento y reparación de maquinarias y equipos especializados,S,0,6,5.1.02.07.02,Expense
5.1.02.07.02.03,"Mantenimiento y reparación de equipo e instrumental médico, científico y de laboratorio",S,0,6,5.1.02.07.02,Expense
5.1.02.07.02.04,Mantenimiento y reparación de equipos y mobiliario de oficina y alojamiento,S,0,6,5.1.02.07.02,Expense
5.1.02.07.02.05,"Mantenimiento y reparación de equipos y mobiliario educacional, deportivo y recreativo",S,0,6,5.1.02.07.02,Expense
5.1.02.07.02.06,"Mantenimiento y reparación de equipos de defensa, seguridad y orden público",S,0,6,5.1.02.07.02,Expense
5.1.02.07.02.99,Otros mantenimientos y reparaciones,S,0,6,5.1.02.07.02,Expense
5.1.02.07.03,Instalaciones temporales,S,0,5,5.1.02.07,Expense
5.1.02.08,Servicios técnicos y profesionales,N,1,4,5.1.02,Expense
5.1.02.08.01,"Estudios de ingeniería, arquitectura, investigaciones y análisis de factibilidad",S,0,5,5.1.02.08,Expense
5.1.02.08.02,Servicios jurídicos,S,0,5,5.1.02.08,Expense
5.1.02.08.03,Servicios contables y de auditoría,S,0,5,5.1.02.08,Expense
5.1.02.08.04,Servicios de capacitación,S,0,5,5.1.02.08,Expense
5.1.02.08.05,Servicio de informática y sistemas computarizados,S,0,5,5.1.02.08,Expense
5.1.02.08.06,"Servicios sanitarios, médicos y veterinarios",S,0,5,5.1.02.08,Expense
5.1.02.08.99,Otros servicios técnicos y profesionales,S,0,5,5.1.02.08,Expense
5.1.02.09,Servicios de alimentación y Catering,N,1,4,5.1.02,Expense
5.1.02.09.01,Servicios de alimentación,S,0,5,5.1.02.09,Expense
5.1.02.09.02,Servicios de alimentación escolar,S,0,5,5.1.02.09,Expense
5.1.02.09.03,Servicios de Catering,S,0,5,5.1.02.09,Expense
5.1.02.99,Otros servicios,N,1,4,5.1.02,Expense
5.1.02.99.01,Gastos judiciales,S,0,5,5.1.02.99,Expense
5.1.02.99.02,Comisiones y gastos bancarios por servicios no financieros,S,0,5,5.1.02.99,Expense
5.1.02.99.03,Comisiones por servicios financieros,S,0,5,5.1.02.99,Expense
5.1.02.99.04,Servicios funerarios y gastos conexos,S,0,5,5.1.02.99,Expense
5.1.02.99.05,"Servicios fumigación, lavandería, limpieza e higiene",N,1,5,5.1.02.99,Expense
5.1.02.99.05.01,Servicios de fumigación,S,0,6,5.1.02.99.05,Expense
5.1.02.99.05.02,Servicios de Lavandería,S,0,6,5.1.02.99.05,Expense
5.1.02.99.05.03,Servicios de Limpieza e higiene,S,0,6,5.1.02.99.05,Expense
5.1.02.99.06,Servicios de Organización de eventos y festividades,N,1,5,5.1.02.99,Expense
5.1.02.99.06.01,Servicios de Organización de eventos generales,S,0,6,5.1.02.99.06,Expense
5.1.02.99.06.02,Servicios de Organización de festividades,S,0,6,5.1.02.99.06,Expense
5.1.02.99.06.03,Servicios de Organización de actuaciones deportivas,S,0,6,5.1.02.99.06,Expense
5.1.02.99.06.04,Servicios de Organización de actuaciones artísticas,S,0,6,5.1.02.99.06,Expense
5.1.02.99.99,Otros servicios diversos,S,0,5,5.1.02.99,Expense
5.1.03,Materiales y suministros consumidos,N,1,3,5.1,Expense
5.1.03.01,Alimentos y productos agroforestales consumidos,N,1,4,5.1.03,Expense
5.1.03.01.01,Alimentos y bebidas para personas y animales consumidos,S,0,5,5.1.03.01,Expense
5.1.03.01.02,Productos agroforestales y pecuarios consumidos,S,0,5,5.1.03.01,Expense
5.1.03.01.03,"Madera, corcho y sus manufacturas consumidas",S,0,5,5.1.03.01,Expense
5.1.03.02,Textiles y vestuarios consumidos,N,1,4,5.1.03,Expense
5.1.03.02.01,Hilados y telas consumidos,S,0,5,5.1.03.02,Expense
5.1.03.02.02,Acabados textiles consumidos,S,0,5,5.1.03.02,Expense
5.1.03.02.03,Prendas de vestir consumidas,S,0,5,5.1.03.02,Expense
5.1.03.03,"Productos de papel, cartón e impresos consumidos",N,1,4,5.1.03,Expense
5.1.03.03.01,Papel de escritorio consumido,S,0,5,5.1.03.03,Expense
5.1.03.03.02,Productos de papel y cartón consumidos,S,0,5,5.1.03.03,Expense
5.1.03.03.03,Productos de artes gráficas consumidos,S,0,5,5.1.03.03,Expense
5.1.03.03.04,"Libros, revistas y periódicos consumidos",S,0,5,5.1.03.03,Expense
5.1.03.03.05,Textos de enseñanza consumidos,S,0,5,5.1.03.03,Expense
5.1.03.03.06,Especies timbradas y valoradas consumidas,S,0,5,5.1.03.03,Expense
5.1.03.04,Productos Farmacéuticos,N,1,4,5.1.03,Expense
5.1.03.04.01,Productos medicinales para uso humano,S,0,5,5.1.03.04,Expense
5.1.03.04.02,Productos medicinales para uso veterinario,S,0,5,5.1.03.04,Expense
5.1.03.05,Materiales y útiles médicos consumidos,N,1,4,5.1.03,Expense
5.1.03.05.01,Útiles menores médicos-quirúrgicos consumidos,S,0,5,5.1.03.05,Expense
5.1.03.05.02,Productos y útiles veterinarios consumidos,S,0,5,5.1.03.05,Expense
5.1.03.05.04,Artículos de caucho consumidos,S,0,5,5.1.03.05,Expense
5.1.03.06,"Productos de cuero, caucho y plástico consumidos",N,1,4,5.1.03,Expense
5.1.03.06.01,Cueros y pieles consumidos,S,0,5,5.1.03.06,Expense
5.1.03.06.02,Artículos de cuero consumidos,S,0,5,5.1.03.06,Expense
5.1.03.06.03,Llantas y neumáticos,S,0,5,5.1.03.06,Expense
5.1.03.07,Productos de minerales metálicos y no metálicos consumidos,N,1,4,5.1.03,Expense
5.1.03.07.01,"Productos de cemento, cal, asbesto, yeso y arcilla",S,0,5,5.1.03.07,Expense
5.1.03.07.02,"Productos de vidrio, loza y porcelana",S,0,5,5.1.03.07,Expense
5.1.03.07.03,Productos metálicos y sus derivados,S,0,5,5.1.03.07,Expense
5.1.03.07.04,Minerales,S,0,5,5.1.03.07,Expense
5.1.03.07.05,Otros productos minerales no metálicos,S,0,5,5.1.03.07,Expense
5.1.03.08,"Combustibles, lubricantes, productos químicos y conexos consumidos",N,1,4,5.1.03,Expense
5.1.03.08.01,Combustibles consumidos,S,0,5,5.1.03.08,Expense
5.1.03.08.02,Lubricantes consumidos,S,0,5,5.1.03.08,Expense
5.1.03.09,"Materiales y suministros de defensa, orden público, protección y seguridad consumidos",N,1,4,5.1.03,Expense
5.1.03.09.01,Municiones consumidas,S,0,5,5.1.03.09,Expense
5.1.03.09.99,"Otros materiales y suministros de defensa, orden público, protección y seguridad consumidos",S,0,5,5.1.03.09,Expense
5.1.03.10,Materiales y suministros varios consumidos,N,1,4,5.1.03,Expense
5.1.03.10.01,Materiales para limpieza consumidos,S,0,5,5.1.03.10,Expense
5.1.03.10.02,"Útiles de escritorio, oficina informática y enseñanza consumidos",S,0,5,5.1.03.10,Expense
5.1.03.10.03,Útiles destinados a actividades deportivas y recreativas consumidos,S,0,5,5.1.03.10,Expense
5.1.03.10.04,Útiles de cocina y comedor consumidos,S,0,5,5.1.03.10,Expense
5.1.03.10.05,Productos eléctricos y afines consumidos,S,0,5,5.1.03.10,Expense
5.1.03.10.06,Otros materiales y suministros para consumo y prestación de servicios consumidos,S,0,5,5.1.03.10,Expense
5.1.03.10.99,Productos y útiles varios no identificados precedentemente (.),S,0,5,5.1.03.10,Expense
5.1.04,"Depreciaciones, agotamiento y amortizaciones de bienes",N,1,3,5.1,Expense
5.1.04.01,"Depreciaciones, agotamiento y amortizaciones de bienes no concesionados",N,1,4,5.1.04,Expense
5.1.04.01.01,"Depreciaciones de propiedades, planta y equipos no concesionados",N,1,5,5.1.04.01,Expense
5.1.04.01.01.01,Depreciaciones de edificios,S,0,6,5.1.04.01.01,Expense
5.1.04.01.01.02,"Depreciaciones de equipos de transporte, tracción y elevación",S,0,6,5.1.04.01.01,Expense
5.1.04.01.01.03,Depreciaciones de maquinarias y equipos especializados,S,0,6,5.1.04.01.01,Expense
5.1.04.01.01.04,"Depreciaciones de equipo e instrumental médico, científico y de laboratorio",S,0,6,5.1.04.01.01,Expense
5.1.04.01.01.05,Depreciaciones de equipos y mobiliario de oficina y alojamiento,S,0,6,5.1.04.01.01,Expense
5.1.04.01.01.06,"Depreciaciones de equipos y mobiliario educacional, deportivo y recreativo",S,0,6,5.1.04.01.01,Expense
5.1.04.01.01.07,"Depreciaciones de equipos de defensa, seguridad y orden público",S,0,6,5.1.04.01.01,Expense
5.1.04.01.01.08,Depreciaciones de bienes biológicos,S,0,6,5.1.04.01.01,Expense
5.1.04.01.01.99,"Depreciaciones de otras propiedades, planta y equipos",S,0,6,5.1.04.01.01,Expense
5.1.04.01.02,Depreciaciones de propiedades de inversión,N,1,5,5.1.04.01,Expense
5.1.04.01.02.01,Depreciaciones de edificios,S,0,6,5.1.04.01.02,Expense
5.1.04.01.02.02,Depreciaciones de bienes muebles,S,0,6,5.1.04.01.02,Expense
5.1.04.01.03,Depreciaciones de activos biológicos no concesionados,N,1,5,5.1.04.01,Expense
5.1.04.01.03.01,Depreciaciones de plantas,S,0,6,5.1.04.01.03,Expense
5.1.04.01.03.02,Depreciaciones de animales,S,0,6,5.1.04.01.03,Expense
5.1.04.01.04,Depreciaciones de bienes de infraestructura y de beneficio y uso público en servicio,N,1,5,5.1.04.01,Expense
5.1.04.01.04.01,Depreciaciones de vías de comunicación terrestre,S,0,6,5.1.04.01.04,Expense
5.1.04.01.04.02,Depreciaciones de obras marítimas y fluviales,S,0,6,5.1.04.01.04,Expense
5.1.04.01.04.03,Depreciaciones de centrales y redes de comunicación y energía,S,0,6,5.1.04.01.04,Expense
5.1.04.01.04.99,Depreciaciones de otros bienes de infraestructura y de beneficio y uso público en servicio,S,0,6,5.1.04.01.04,Expense
5.1.04.01.05,Agotamiento de recursos naturales en explotación,N,1,5,5.1.04.01,Expense
5.1.04.01.05.01,Agotamiento de recursos naturales no renovables,S,0,6,5.1.04.01.05,Expense
5.1.04.01.05.02,Agotamiento de recursos naturales renovables,S,0,6,5.1.04.01.05,Expense
5.1.04.01.06,Amortizaciones de bienes intangibles no concesionados,N,1,5,5.1.04.01,Expense
5.1.04.01.06.01,Amortizaciones de marcas y patentes,S,0,6,5.1.04.01.06,Expense
5.1.04.01.06.02,Amortizaciones de derechos de autor,S,0,6,5.1.04.01.06,Expense
5.1.04.01.06.03,Amortizaciones de programas de informática y base de datos,S,0,6,5.1.04.01.06,Expense
5.1.04.01.06.04,Amortizaciones de licencias,S,0,6,5.1.04.01.06,Expense
5.1.04.01.06.99,Amortizaciones de otros bienes intangibles,S,0,6,5.1.04.01.06,Expense
5.1.04.02,"Depreciaciones, agotamiento y amortizaciones de bienes concesionados",N,1,4,5.1.04,Expense
5.1.04.02.01,"Depreciaciones de propiedades, planta y equipos concesionados",N,1,5,5.1.04.02,Expense
5.1.04.02.01.01,Depreciaciones de edificios concesionados,S,0,6,5.1.04.02.01,Expense
5.1.04.02.01.02,"Depreciaciones de equipos de transporte, tracción y elevación concesionados",S,0,6,5.1.04.02.01,Expense
5.1.04.02.01.03,Depreciaciones de maquinarias y equipos especializados concesionados,S,0,6,5.1.04.02.01,Expense
5.1.04.02.01.04,"Depreciaciones de equipo e instrumental médico, científico y de laboratorio concesionados",S,0,6,5.1.04.02.01,Expense
5.1.04.02.01.05,Depreciaciones de equipos y mobiliario de oficina y alojamiento concesionados,S,0,6,5.1.04.02.01,Expense
5.1.04.02.01.06,"Depreciaciones de equipos y mobiliario educacional, deportivo y recreativo concesionados",S,0,6,5.1.04.02.01,Expense
5.1.04.02.01.07,"Depreciaciones de equipos de defensa, seguridad y orden público concesionados",S,0,6,5.1.04.02.01,Expense
5.1.04.02.01.08,Depreciaciones de semovientes concesionados,S,0,6,5.1.04.02.01,Expense
5.1.04.02.01.99,"Depreciaciones de otras propiedades, planta y equipos concesionados",S,0,6,5.1.04.02.01,Expense
5.1.04.02.02,Depreciaciones de activos biológicos concesionados,N,1,5,5.1.04.02,Expense
5.1.04.02.02.01,Depreciaciones de plantas concesionadas,S,0,6,5.1.04.02.02,Expense
5.1.04.02.02.02,Depreciaciones de animales concesionados,S,0,6,5.1.04.02.02,Expense
5.1.04.02.03,Depreciaciones de bienes de infraestructura y de beneficio y uso público concesionados,S,0,5,5.1.04.02,Expense
5.1.04.02.03.01,Depreciaciones de vías de comunicación terrestre concesionadas,S,0,6,5.1.04.02.03,Expense
5.1.04.02.03.02,Depreciaciones de obras marítimas y fluviales concesionadas,S,0,6,5.1.04.02.03,Expense
5.1.04.02.03.03,Depreciaciones de centrales y redes de comunicación y energía concesionadas,S,0,6,5.1.04.02.03,Expense
5.1.04.02.03.99,Depreciaciones de otros bienes de infraestructura y de beneficio y uso público concesionados,S,0,6,5.1.04.02.03,Expense
5.1.04.02.04,Agotamiento de recursos naturales concesionados,S,0,5,5.1.04.02,Expense
5.1.04.02.04.01,Agotamiento de recursos naturales no renovables concesionados,S,0,6,5.1.04.02.04,Expense
5.1.04.02.04.02,Agotamiento de recursos naturales renovables concesionados,S,0,6,5.1.04.02.04,Expense
5.1.04.02.05,Amortizaciones de bienes intangibles concesionados,S,0,5,5.1.04.02,Expense
5.1.04.02.05.01,Amortizaciones de marcas y patentes concesionadas,S,0,6,5.1.04.02.05,Expense
5.1.04.02.05.02,Amortizaciones de derechos de autor concesionados,S,0,6,5.1.04.02.05,Expense
5.1.04.02.05.03,Amortizaciones de programas de informática y base de datos concesionados,S,0,6,5.1.04.02.05,Expense
5.1.04.02.05.04,Amortizaciones de licencias concesionadas,S,0,6,5.1.04.02.05,Expense
5.1.04.02.05.99,Amortizaciones de otros bienes intangibles concesionados,S,0,6,5.1.04.02.05,Expense
5.1.05,Deterioro y pérdidas de inventarios,N,1,3,5.1,Expense
5.1.05.01,Deterioro y pérdidas de materiales y suministros para consumo y prestación de servicios,N,1,4,5.1.05,Expense
5.1.05.01.01,Deterioro y pérdidas de alimentos y productos agroforestales,S,0,5,5.1.05.01,Expense
5.1.05.01.02,Deterioro y pérdidas de textiles y vestuarios,S,0,5,5.1.05.01,Expense
5.1.05.01.03,"Deterioro y pérdidas de productos de papel, cartón e impresos",S,0,5,5.1.05.01,Expense
5.1.05.01.04,Deterioro y pérdidas de materiales y útiles médicos,S,0,5,5.1.05.01,Expense
5.1.05.01.05,"Deterioro y pérdidas de productos de cuero, caucho y plástico",S,0,5,5.1.05.01,Expense
5.1.05.01.06,Deterioro y pérdidas de productos de minerales metálicos y no metálicos,S,0,5,5.1.05.01,Expense
5.1.05.01.07,"Deterioro y pérdidas de combustibles, lubricantes, productos químicos y conexos",S,0,5,5.1.05.01,Expense
5.1.05.01.08,"Deterioro y pérdidas de materiales y suministros de defensa, orden público, protección y seguridad",S,0,5,5.1.05.01,Expense
5.1.05.01.09,Deterioro y pérdidas de repuestos y accesorios para maquinaria y equipos,S,0,5,5.1.05.01,Expense
5.1.05.01.99,Deterioro y pérdidas de materiales y suministros varios,S,0,5,5.1.05.01,Expense
5.1.05.02,Deterioro y pérdidas de materias primas y materiales para la producción,N,1,4,5.1.05,Expense
5.1.05.02.01,Deterioro y pérdidas de insumos alimenticios y agroforestales,S,0,5,5.1.05.02,Expense
5.1.05.02.02,Deterioro y pérdidas de insumos textiles,S,0,5,5.1.05.02,Expense
5.1.05.02.03,Deterioro y pérdidas de insumos de papel y cartón,S,0,5,5.1.05.02,Expense
5.1.05.02.04,Deterioro y pérdidas de insumos medicinales,S,0,5,5.1.05.02,Expense
5.1.05.02.05,"Deterioro y pérdidas de insumos de cuero, caucho y plástico",S,0,5,5.1.05.02,Expense
5.1.05.02.06,Deterioro y pérdidas de insumos minerales metálicos y no metálicos,S,0,5,5.1.05.02,Expense
5.1.05.02.07,"Deterioro y pérdidas de insumos combustibles, lubricantes, químicos y conexos",S,0,5,5.1.05.02,Expense
5.1.05.02.99,Deterioro y pérdidas de insumos varios,S,0,5,5.1.05.02,Expense
5.1.05.03,Deterioro y pérdidas de productos en proceso,N,1,4,5.1.05,Expense
5.1.05.03.01,Deterioro y pérdidas de alimentos y productos agroforestales en proceso,S,0,5,5.1.05.03,Expense
5.1.05.03.02,Deterioro y pérdidas de textiles y vestuarios en proceso,S,0,5,5.1.05.03,Expense
5.1.05.03.03,"Deterioro y pérdidas de productos de papel, cartón e impresos en proceso",S,0,5,5.1.05.03,Expense
5.1.05.03.04,Deterioro y pérdidas de materiales y útiles médicos en proceso,S,0,5,5.1.05.03,Expense
5.1.05.03.06,Deterioro y pérdidas de productos de minerales metálicos y no metálicos en proceso,S,0,5,5.1.05.03,Expense
5.1.05.03.07,"Deterioro y pérdidas de combustibles, lubricantes, productos químicos y conexos en proceso",S,0,5,5.1.05.03,Expense
5.1.05.03.08,"Deterioro y pérdidas de materiales y suministros de defensa, orden público, protección y seguridad en proceso",S,0,5,5.1.05.03,Expense
5.1.05.03.09,Deterioro y pérdidas de repuestos y accesorios para maquinaria y equipos en proceso,S,0,5,5.1.05.03,Expense
5.1.05.03.99,Deterioro y pérdidas de materiales y suministros varios en proceso,S,0,5,5.1.05.03,Expense
5.1.05.04,Deterioro y pérdidas de bienes en proceso,N,1,4,5.1.05,Expense
5.1.05.04.01,Deterioro y pérdidas de propiedades y equipos en proceso,S,0,5,5.1.05.04,Expense
5.1.05.04.02,Deterioro y pérdidas de bienes de infraestructura y de beneficio y uso público en proceso,S,0,5,5.1.05.04,Expense
5.1.05.04.03,Deterioro y pérdidas de bienes intangibles en proceso,S,0,5,5.1.05.04,Expense
5.1.05.05,Deterioro y pérdidas de productos terminados,N,1,4,5.1.05,Expense
5.1.05.05.01,Deterioro y pérdidas de alimentos y productos agroforestales terminados,S,0,5,5.1.05.05,Expense
5.1.05.05.02,Deterioro y pérdidas de textiles y vestuarios terminados,S,0,5,5.1.05.05,Expense
5.1.05.05.03,"Deterioro y pérdidas de productos de papel, cartón e impresos terminados",S,0,5,5.1.05.05,Expense
5.1.05.05.04,Deterioro y pérdidas de materiales y útiles médicos terminados,S,0,5,5.1.05.05,Expense
5.1.05.05.05,"Deterioro y pérdidas de productos de cuero, caucho y plástico terminados",S,0,5,5.1.05.05,Expense
5.1.05.05.06,Deterioro y pérdidas de productos de minerales metálicos y no metálicos terminados,S,0,5,5.1.05.05,Expense
5.1.05.05.07,"Deterioro y pérdidas de combustibles, lubricantes, productos químicos y conexos terminados",S,0,5,5.1.05.05,Expense
5.1.05.05.08,"Deterioro y pérdidas de materiales y suministros de defensa, orden público, protección y seguridad terminados",S,0,5,5.1.05.05,Expense
5.1.05.05.09,Deterioro y pérdidas de repuestos y accesorios para maquinaria y equipos terminados,S,0,5,5.1.05.05,Expense
5.1.05.05.99,Deterioro y pérdidas de materiales y suministros varios terminados,S,0,5,5.1.05.05,Expense
5.1.05.06,Deterioro y pérdidas de bienes terminados,N,1,4,5.1.05,Expense
5.1.05.06.01,Deterioro y pérdidas de propiedades y equipos terminados,S,0,5,5.1.05.06,Expense
5.1.05.06.02,Deterioro y pérdidas de bienes de infraestructura y de beneficio y uso público terminados,S,0,5,5.1.05.06,Expense
5.1.05.06.03,Deterioro y pérdidas de bienes intangibles terminados,S,0,5,5.1.05.06,Expense
5.1.05.07,Deterioro y pérdidas de inventarios adquiridos para la venta o cesión,N,1,4,5.1.05,Expense
5.1.05.07.01,Deterioro y pérdidas de productos adquiridos para la venta o cesión,S,0,5,5.1.05.07,Expense
5.1.05.07.02,Deterioro y pérdidas de bienes adquiridos para la venta o cesión,S,0,5,5.1.05.07,Expense
5.1.05.08,Deterioro de costos por servicios no prestados,N,1,4,5.1.05,Expense
5.1.05.08.01,Deterioro de costos por servicios básicos no prestados,S,0,5,5.1.05.08,Expense
5.1.05.08.02,"Deterioro de costos por servicios de publicidad, impresión y conexos no prestados",S,0,5,5.1.05.08,Expense
5.1.05.08.03,Deterioro de costos por servicios de transporte y almacenaje no prestados,S,0,5,5.1.05.08,Expense
5.1.05.08.04,"Deterioro de costos por servicios de conservación, reparaciones y conexos no prestados",S,0,5,5.1.05.08,Expense
5.1.05.08.05,"Deterioro de costos por servicios sanitarios, sociales, técnicos, profesionales y comerciales no prestados",S,0,5,5.1.05.08,Expense
5.1.05.08.99,Deterioro de costos por otros servicios no prestados,S,0,5,5.1.05.08,Expense
5.1.05.99,Deterioro y pérdidas de otros inventarios,N,1,4,5.1.05,Expense
5.1.05.99.99,Deterioro y pérdidas de otros bienes diversos destinados a la venta,S,0,5,5.1.05.99,Expense
5.1.06,Pérdidas por deterioro de bienes,N,1,3,5.1,Expense
5.1.06.01,Deterioro de bienes no concesionados,N,1,4,5.1.06,Expense
5.1.06.01.01,"Deterioro de propiedades, planta y equipos no concesionados",N,1,5,5.1.06.01,Expense
5.1.06.01.01.01,Deterioro de tierras y terrenos,S,0,6,5.1.06.01.01,Expense
5.1.06.01.01.02,Deterioro de edificios,S,0,6,5.1.06.01.01,Expense
5.1.06.01.01.03,"Deterioro de equipos de transporte, tracción y elevación",S,0,6,5.1.06.01.01,Expense
5.1.06.01.01.04,Deterioro de maquinarias y equipos especializados,S,0,6,5.1.06.01.01,Expense
5.1.06.01.01.05,"Deterioro de equipo e instrumental médico, científico y de laboratorio",S,0,6,5.1.06.01.01,Expense
5.1.06.01.01.06,Deterioro de equipos y mobiliario de oficina y alojamiento,S,0,6,5.1.06.01.01,Expense
5.1.06.01.01.07,"Deterioro de equipos y mobiliario educacional, deportivo y recreativo",S,0,6,5.1.06.01.01,Expense
5.1.06.01.01.08,"Deterioro de equipos de defensa, seguridad y orden público",S,0,6,5.1.06.01.01,Expense
5.1.06.01.01.09,Deterioro de semovientes,S,0,6,5.1.06.01.01,Expense
5.1.06.01.01.99,"Deterioro de otras propiedades, planta y equipos",S,0,6,5.1.06.01.01,Expense
5.1.06.01.02,Deterioro de propiedades de inversión,N,1,5,5.1.06.01,Expense
5.1.06.01.02.01,Deterioro de tierras y terrenos,S,0,6,5.1.06.01.02,Expense
5.1.06.01.02.02,Deterioro de edificios,S,0,6,5.1.06.01.02,Expense
5.1.06.01.03,Deterioro de activos biológicos no concesionados,N,1,5,5.1.06.01,Expense
5.1.06.01.03.01,Deterioro de plantas,S,0,6,5.1.06.01.03,Expense
5.1.06.01.03.02,Deterioro de animales,S,0,6,5.1.06.01.03,Expense
5.1.06.01.04,Deterioro de bienes de infraestructura y de beneficio y uso público en servicio,N,1,5,5.1.06.01,Expense
5.1.06.01.04.01,Deterioro de vías de comunicación terrestre,S,0,6,5.1.06.01.04,Expense
5.1.06.01.04.02,Deterioro de obras marítimas y fluviales,S,0,6,5.1.06.01.04,Expense
5.1.06.01.04.03,Deterioro de centrales y redes de comunicación y energía,S,0,6,5.1.06.01.04,Expense
5.1.06.01.04.99,Deterioro de otros bienes de infraestructura y de beneficio y uso público en servicio,S,0,6,5.1.06.01.04,Expense
5.1.06.01.05,Deterioro de bienes históricos y culturales,S,0,5,5.1.06.01,Expense
5.1.06.01.06,Deterioro de recursos naturales en explotación,N,1,5,5.1.06.01,Expense
5.1.06.01.06.01,Deterioro de recursos naturales no renovables,S,0,6,5.1.06.01.06,Expense
5.1.06.01.06.02,Deterioro de recursos naturales renovables,S,0,6,5.1.06.01.06,Expense
5.1.06.01.07,Deterioro de recursos naturales en conservación,N,1,5,5.1.06.01,Expense
5.1.06.01.07.01,Deterioro de recursos naturales no renovables,S,0,6,5.1.06.01.07,Expense
5.1.06.01.07.02,Deterioro de recursos naturales renovables,S,0,6,5.1.06.01.07,Expense
5.1.06.01.08,Deterioro de bienes intangibles no concesionados,N,1,5,5.1.06.01,Expense
5.1.06.01.08.01,Deterioro de marcas y patentes,S,0,6,5.1.06.01.08,Expense
5.1.06.01.08.02,Deterioro de derechos de autor,S,0,6,5.1.06.01.08,Expense
5.1.06.01.08.03,Deterioro de programas de informática y base de datos,S,0,6,5.1.06.01.08,Expense
5.1.06.01.08.04,Deterioro de licencias,S,0,6,5.1.06.01.08,Expense
5.1.06.01.08.99,Deterioro de otros bienes intangibles,S,0,6,5.1.06.01.08,Expense
5.1.06.02,Deterioro de bienes concesionados,N,1,4,5.1.06,Expense
5.1.06.02.01,"Deterioro de propiedades, planta y equipos concesionados",N,1,5,5.1.06.02,Expense
5.1.06.02.01.01,Deterioro de tierras y terrenos concesionados,S,0,6,5.1.06.02.01,Expense
5.1.06.02.01.02,Deterioro de edificios concesionados,S,0,6,5.1.06.02.01,Expense
5.1.06.02.01.03,"Deterioro de equipos de transporte, tracción y elevación concesionados",S,0,6,5.1.06.02.01,Expense
5.1.06.02.01.04,Deterioro de maquinarias y equipos especializados concesionados,S,0,6,5.1.06.02.01,Expense
5.1.06.02.01.05,"Deterioro de equipo e instrumental médico, científico y de laboratorio concesionados",S,0,6,5.1.06.02.01,Expense
5.1.06.02.01.06,Deterioro de equipos y mobiliario de oficina y alojamiento concesionados,S,0,6,5.1.06.02.01,Expense
5.1.06.02.01.07,"Deterioro de equipos y mobiliario educacional, deportivo y recreativo concesionados",S,0,6,5.1.06.02.01,Expense
